vehicle_age,km_driven,engine_temp,vibration_level,battery_health,last_service_km,maintenance_delay_days,driving_hours_day,load_weight,failure_risk
8,248373,70.79812039600216,0.704882168601694,68.9103391936539,20600,95,5.200292788157573,391.8754096928301,0
1,166779,88.31628799572512,1.1388228150112905,89.69478275972584,2466,37,7.440329600880766,410.3684951967233,0
12,175182,100.54430687860301,0.0862213506755165,93.72072770982393,40592,60,9.107964595547875,1290.124644763075,1
8,197860,93.96966007681934,1.214717901717043,92.55018833986244,45097,103,1.040877102991824,1970.336937845543,0
8,87879,104.22182158650968,1.0358429022927143,88.8602123675426,44398,31,3.866576750089538,636.5710518784397,0
11,243260,79.0718246651999,0.9331552900840954,63.452611437108146,46971,25,6.920204305508024,1362.4595840921736,1
3,151323,70.82912281323297,1.0726906823991542,90.59448217841583,6928,57,6.861610470776577,746.5765623276818,0
1,127413,86.31225031533005,0.5879330824203615,76.67392379531464,22480,38,8.013890784408904,1817.7070044989534,0
8,267670,80.78645072176954,0.2761021935772351,52.63783074160454,9111,19,4.342389389550447,1268.3304058049553,0
3,52837,82.34497525188378,1.1405725209861886,72.84694249491244,40888,81,6.9458217619782925,573.4591897816476,0
3,265550,93.17624577121691,1.3949638516554068,97.10789585149966,29489,49,3.08765455178034,671.8358908017709,0
1,278680,82.45379191343017,0.4781794084189789,94.39296748677764,43832,78,3.05559435843801,978.4653147526177,0
11,33541,71.24897266190409,0.6842559769010761,55.1132140498558,9404,51,7.342203597648675,419.67841165366286,0
5,84083,81.61507908177003,1.225697467908231,87.20633428571851,33639,85,8.540198435498752,341.720062874267,0
10,39531,95.10089050291202,1.1076669279840559,90.28964329791174,12582,114,2.3243996334941674,1424.110512346321,0
7,275856,100.07220901510377,1.8889325368920122,63.56940941183824,863,21,2.3506889209464568,932.8971117604165,1
10,79744,99.9213417612502,1.3226972406477695,73.58042853705462,47651,52,7.218329606064954,1507.2064253664987,0
9,257859,96.36709641371864,1.2506273415679146,85.54939707318414,44913,84,3.9710532751201013,398.10476078771865,1
12,134749,87.47859801052134,0.7708633900015353,71.95207444105739,27684,65,5.3163901246522585,1297.7579862219723,0
7,272253,96.07371148438695,1.1574417389172047,55.63984594332885,3055,103,5.408232924123356,997.9522280655328,1
9,236809,89.36496512702644,1.448624098742611,85.29412223408607,12186,116,2.96408145213408,304.39757802265143,1
8,87503,91.69644206730356,0.9506827704781283,95.58193448676518,2682,42,1.0144609677368908,1180.6435608967583,0
12,259346,75.9100989320109,0.9648356278788603,82.62423642030788,45650,81,10.384669909659081,349.0476944861824,1
2,90708,90.65812445641073,1.0424060579820797,88.69003742845169,38046,22,8.865021657874571,1689.8955460238146,0
1,196184,95.67999351377118,0.8006503955583295,67.91812678289142,46573,76,8.59592413927122,1337.523437702052,0
7,107471,95.11690970159563,1.0806890542369942,59.159912256331744,21832,63,7.011556519246517,1202.5415607688071,0
7,259225,70.68721460911053,1.0731916414827043,82.13868308091463,16997,104,8.710666200359324,440.24420804538624,0
14,162661,91.44391164605074,1.4439959239541968,66.38856029206094,34640,8,11.292572153023883,717.4228043073493,1
8,166087,68.3416563380413,0.943182267246789,93.00367594948963,11346,112,8.322411098522203,1087.1766148435388,0
5,165081,92.60514969207789,1.2024185638190519,56.13140249890033,40491,6,3.9160054212019495,1339.9103245514384,0
3,198118,79.4799421259593,0.9521304154023846,71.67318498665618,46639,40,7.276160569149877,529.81529373588,0
12,162215,115.58464413788167,1.1919278325346734,69.8363800234193,48714,53,5.865568437028312,215.95930064052212,1
8,11154,91.78864993943836,0.9249824632624307,96.90269267769648,7189,64,7.1206104422336445,820.5683370847321,0
6,157876,102.01746029735884,1.172041896083562,57.65674003022019,45520,1,6.693715251541076,1069.1686182012386,1
11,69288,121.6630895553642,1.2184707487265345,50.492341250600546,44333,3,10.446528137513114,531.9803100742455,1
3,56195,77.73897283366918,0.6800031600826573,61.90426064035588,21770,77,8.169801137191737,1085.8979105393705,0
1,287725,96.53512366358866,1.3307126262011804,91.01384298843273,39710,31,3.0763432572751435,809.2745454246837,0
3,297231,72.21133486150731,0.9500567839155936,60.46609080235085,47498,99,1.693184567629079,1019.161398991534,1
5,186002,95.1734551237488,0.8590609916121552,62.04390318527413,44151,1,5.668001675494816,825.4239510414691,0
14,169053,116.48563899675605,0.7869975664989934,56.49494022684054,244,103,1.1717168448350217,1331.2421296162402,1
3,74298,80.58175178337316,1.0894600834294723,85.77181016382701,32788,113,4.501271244166692,277.21461978842905,0
1,211376,76.71068530058106,0.9986134933289433,53.45870952527086,29805,114,5.048236163831482,507.6295218996924,1
5,44499,88.63238649722155,1.1112421556625058,66.56041511642609,13917,63,5.131477614109163,978.9515643997993,0
10,174631,120.68725932132429,1.1170662352955438,64.12493633104823,46489,13,11.77285026756282,841.3340879933421,1
7,250198,101.56558379929882,1.1825753936050534,77.75798648950774,5767,19,4.342909646697151,904.9375207168707,0
14,247997,76.42628021915985,1.8328852348459175,86.52081325098678,28390,88,3.9175024491648336,1646.7692507848635,1
7,101347,111.82590873722654,1.0119075271995552,76.64382173483737,10247,105,2.4231902417429536,1795.3969848452582,0
11,210735,65.1740551150022,0.7796279840282281,96.55129964875337,3515,48,6.62109719250874,647.6038102956261,0
9,27431,122.04838693204087,0.39405600029852983,97.57213194436659,34678,7,2.690417368349827,1705.5039085153498,0
10,199555,102.84676020022738,0.641404960542824,68.07326642492578,22266,91,7.77924184003863,1025.821757522644,1
10,127720,116.45336160010078,1.3706045952258732,88.88401881374463,10750,62,2.7067575683218448,692.8771147151974,1
12,54153,65.28302837423948,1.2159773520319321,86.94006916340948,29583,45,7.343406495351212,1973.820927808421,0
13,273512,92.54162746289529,0.5950041860455019,94.64822958524137,8076,20,10.088961630920888,1684.6432245815013,0
3,181076,87.99166610151427,1.7392637322997662,72.39718201038517,18006,86,1.467770968710019,1989.6559743557648,1
7,224724,74.89530789830039,1.0980293432984525,76.52365935988962,15051,31,5.617216724100265,502.74341197085835,0
1,61985,70.55964569622913,1.1380950159641017,70.7887156790787,4314,7,6.071538639407191,458.9168131061456,0
4,113737,97.60621888139323,1.6732675539808244,92.51884596498527,28670,94,9.701793578259236,1106.0803152996307,0
13,217133,98.96597562170436,1.5218367162484638,61.485115768106716,35221,100,6.147071951400986,1349.558768062197,1
4,159470,109.4996107008863,1.234341242749648,61.98545391212224,2015,15,7.242893651019522,507.90816656003295,1
14,234465,82.44868420009753,1.2487641822478766,68.63025517885399,10236,39,9.703246789468782,1748.7752025593768,0
5,55861,87.87585284766286,1.27683552885126,61.51714160511756,35568,105,7.157343422222198,1157.6242615940541,0
7,217977,69.26310112580862,0.9277098604863953,78.05034182074604,41791,26,4.941293548715406,939.6952997971655,0
7,132118,113.11178717992124,1.086037869263259,56.724505324775116,44652,103,1.944265053826405,1283.6966112686812,1
13,201713,91.04322131635864,1.1722961482224137,66.00931097020276,26367,104,9.029071924638354,1342.9166833501206,1
11,14078,100.83882752430158,0.9619652216864765,95.6722349237795,16352,17,10.582519651783706,277.00990577082945,0
13,56047,101.36858094166519,0.7103741470853341,70.4612740095898,45650,34,11.670709907221804,1999.8068000690887,0
4,240458,111.88660735952968,0.9201608796073997,87.41168582467546,10346,112,11.192598688487251,855.055238248056,1
13,220048,77.52900799098819,0.7036202176282238,55.6731095853287,25156,51,9.771596997165735,310.77676443781314,1
7,241293,100.46379900520768,1.0193117712616693,62.37822540708923,14035,14,8.078191254703011,1734.1817145959274,1
11,122832,89.62486940536438,0.4658628543980461,90.36728106001843,16108,62,9.596061604137022,1987.4336225821621,0
3,130150,121.58515599510946,1.1023115531522643,88.1496468144847,2853,52,5.752920841372747,1669.4453165889624,0
6,162087,77.48453731505975,0.5106176513295506,69.30779592969105,18620,90,7.542538362699185,1733.3884817477224,0
12,38320,107.57139521645809,0.8789580820020985,97.71984510167371,4176,80,4.835697900531037,1326.6832055950117,1
2,95827,95.25512668842596,1.1512303223442537,95.53215079172728,34923,103,4.59380136478421,1860.1860407976792,0
10,264931,94.46784141309033,1.237344013453759,98.115037455612,25920,65,9.323609506036371,264.3293931094416,1
13,29826,90.81031089071234,1.2017077626650503,71.39573450938927,6829,112,5.993260605339179,1580.1029533175617,0
14,105734,110.19998734255181,1.0959201743421643,59.87367918428415,34654,113,3.3337738922413216,1407.278411001336,1
9,162702,93.95777551610902,0.6642180054257525,81.33293195456704,39239,30,3.2213197813605245,289.25294694320405,0
5,234834,67.13376992818534,1.2941825064600274,84.23865791395993,25130,60,10.450895977269269,1179.1524421576628,0
6,182235,108.29255353068368,0.6710795906484667,56.272089222526,45357,63,8.455365437989382,1127.108622364165,1
12,103511,105.54302748197583,1.3283727461362975,89.3241517147953,8391,100,7.006506806939274,1444.761605138558,1
12,278797,98.80706526319271,1.1883114272445117,50.90301098799802,19324,104,5.410326095959954,339.55654089651057,1
12,164033,73.0728955537868,1.4076704544218615,74.13641937383917,46118,104,5.738991298658384,1649.5018135911416,1
12,86941,75.40326959668019,1.007460545204889,66.55081297474474,40667,97,1.6317871361443819,450.9261956207084,0
4,210209,61.83835672145837,0.7543707678366938,87.0151529949542,306,33,6.00401159354627,953.5963042313708,0
14,103818,96.9049480976972,0.612204242752225,65.63803637109079,35843,114,9.750004016842901,1786.3184135029448,0
14,157360,69.75676727738445,0.6455261996281221,91.34035563905164,30543,54,5.267851281048546,1208.9568898918935,0
11,258627,64.21873660706753,0.5089675754178962,79.74767443904052,7244,58,5.219393777975837,883.2636447585218,0
10,100081,109.12483678950065,1.2826008750809694,89.69466808810361,6611,2,1.1728824132121658,286.76403568250623,0
7,41877,101.52269346694271,1.32022508590972,99.46703189198118,22706,16,6.0361878881387545,1410.0923309630991,0
12,216957,85.00242502753609,1.1661099775770545,83.95791728717785,19076,77,1.2787141824276356,1975.784177552211,1
9,77715,87.98930125114207,0.9900877263780163,99.2475158180822,46902,77,7.273843708096372,1841.2335177650893,0
7,146398,53.88983689524087,1.6182878309387538,51.44181634608527,33043,45,6.574617197405455,1491.1329396321703,0
14,115091,103.75117378588831,0.9705554551107977,66.90699942419042,5271,37,10.240093488163987,389.52714486070107,0
1,137632,79.60902803266974,1.066275042443168,55.39266322811546,7331,34,7.399586720182933,630.9921681207095,0
1,88186,94.95436294699711,0.9856445460012642,63.11524656922198,11553,0,4.557700908544367,536.3282350159166,0
9,167962,52.67156607312774,0.8985075800609656,91.94439495628872,31340,111,6.678541103586055,839.8309524601616,1
11,156094,104.66352048242318,1.1892923469493293,51.61616326630452,11573,28,8.696769913249106,623.931010024764,1
14,75316,78.70732845921414,0.8099509932386431,76.00914678661968,21409,3,2.0336017495142107,639.9910027490478,0
9,33380,69.35936604315968,0.789826652045608,78.35643537661865,20434,60,7.8318149731747715,1310.1138836757302,0
4,115198,84.90597548267449,1.2044408156228064,78.0575573335978,24464,96,11.08288910175777,773.6647807304903,0
13,269500,81.05407173096772,0.8507174900312983,73.76485369116278,42840,16,4.290433251943688,1418.8931776504517,0
9,75326,106.11401419364799,1.0400446084225539,89.53014823848777,48785,27,7.892876043640535,1906.201386463125,0
3,119994,83.6940731645756,0.8976015640709419,56.67715447527756,20662,49,10.034623953852678,1349.2602499038303,0
7,225971,110.43925539920052,0.9965346105320055,65.52885077753936,18228,89,6.6298703718248655,1552.9820189786683,1
6,287193,94.95213923683609,0.7980132644600129,80.78630267225864,49223,7,8.897774874224233,1552.8447475091082,0
8,283226,103.41551830818563,0.807823374175272,84.54756831339779,7386,33,4.421113723381861,795.2650191187598,0
11,267805,89.9675032015817,0.7540803634569146,70.20742158885281,6862,58,4.366642982176593,226.92439026818388,0
9,173484,109.08088473509825,1.2529990329584355,93.76856316636166,40108,17,8.343424239784166,299.086333389586,1
14,270064,72.69564014575985,1.0515654502753988,70.77466983479572,26252,94,8.759497613708323,707.7084515922052,1
5,250378,91.7043668624149,1.2755652471380994,70.13880671741666,9487,58,11.307106694633582,1441.1777305836765,0
1,276090,84.05346255852878,1.3076159693631886,51.81036307436925,47829,26,3.4732243218977197,1832.0296495669265,1
3,230314,110.94942719260968,0.8620257018592979,77.5570668097367,40403,15,6.15039355696766,1925.8368719433433,0
10,240612,112.48551606989139,1.264475495316569,85.43404192559525,14604,9,3.7556482048028053,246.5275949121322,1
12,283453,90.00631888855678,0.9957637834199702,55.7219081758424,17427,103,1.8810137696826994,1982.1570421389881,1
8,60230,70.62733348356292,0.9523979483562244,65.27163830439355,27201,75,5.435535807422365,780.4949930420488,0
11,64321,96.40645975187502,1.3757101289982325,89.06284768914261,3042,21,5.114888220170236,1717.3212108232076,0
6,137028,65.03085397449351,1.1661305388446295,68.29597177067878,49966,15,3.974775319804067,524.5318292542047,0
8,236447,114.39214198174668,0.8942727234808818,62.08012310200199,10386,11,4.266943802533581,313.2168636923465,1
9,293107,82.90244894045942,1.1466379946579945,83.6100331782556,11692,74,4.964529869864059,881.0397633128375,1
4,106757,89.54144754873757,0.6202862043491232,59.83793888358278,15225,83,11.87721396058103,1746.0656993552475,0
1,271847,79.7857338628987,1.074193894341885,94.78264597915884,16693,50,9.61253542564008,597.484848580069,0
14,201200,76.47327619948769,0.5501225347425449,55.279919801307045,6661,0,1.7854132119559765,477.12318635331593,1
1,77099,101.05936974820578,0.7046801122395451,85.32749011414134,43021,26,10.59654494135372,1837.6477921103428,0
10,167932,87.62074984423018,1.1753919094807357,74.97743506431875,18261,66,7.966336590385385,1889.0069647186263,1
4,36585,90.63723808384763,0.198926200771957,93.49647811984968,27378,11,10.796531361341001,222.58675854003607,0
12,48585,74.94163381171741,1.5407535577224265,56.309754551311826,21219,29,4.758806558432511,1509.384327347867,1
14,294102,102.8408883524556,1.2503478162113804,83.8947459248044,11937,8,6.109707512928907,756.573925752788,1
7,293161,104.366846027053,0.4484400632530786,78.60273195906908,794,52,10.858497630389191,874.4678659409412,0
2,296570,86.86607269680634,1.719549582007969,74.00450711200233,47366,60,3.9983044950504962,1044.3853549126818,0
3,284922,109.01883199997832,1.8022311677458052,74.57036317163342,6786,53,11.07050963869957,968.2237463141352,1
1,181313,88.43813768663216,0.9458525023030785,86.09884808992655,36782,36,10.11349683358696,1126.9528129677894,0
5,47229,101.69633244433231,0.7220532805899269,96.8870827467411,40160,64,11.786137350002226,1248.2510883320292,0
1,91652,65.65608628754853,1.5058910722608592,54.56258295595241,45313,41,4.566833457179994,1038.0719087082634,0
8,254474,95.30146299729618,0.8968629587679222,50.97513238052601,38121,48,3.5932849800526174,1462.8143728811315,0
1,184436,85.92777798589597,1.0483118523438562,90.28523962406018,36175,3,4.639535867503009,1493.4829931158556,0
